,Children,Bandwidth_GB_Year,Age,Tenure,MonthlyCharge
8065,0,4899.562179,63,52.15024,200.1465
5139,0,5425.51161,63,58.83809,242.6326
1207,4,1577.015173,83,13.14070245,137.469817
7033,0,5717.831853,59,67.12744,137.4686
7309,3,5837.413915,57,64.29382,207.6094
1510,3,2138.939088,31,19.43430735,175.02109
6769,3,4698.517933,38,42.34861,235.1372
3829,1,2342.458997,86,21.47001,127.4738
3732,5,2265.62602,84,24.94738,159.983
7957,2,4749.988334,85,55.57772,137.4616
3211,4,1399.307542,42,5.288444,144.9889
3630,0,1282.568064,44,7.567398,139.9875
1708,3,2122.146303,45,16.75283806,159.947583
1845,3,2171.802329,27,17.31776736,187.656013
266,0,1779.309609,24,11.45675389,287.642733
5985,2,4677.936927,28,47.50976,222.6654
1140,8,1363.377334,56,2.760208796,167.484705
3162,3,406.0999161,87,1.481645,107.4806
6207,2,4769.420216,57,51.63534,207.6094
2046,0,2077.919709,54,19.50558,174.9755
3730,0,1268.042248,24,5.645298,174.9744
1909,1,2167.068284,53,25.36784311,144.960655
7307,6,5755.570849,31,59.6238,275.1198
2660,3,707.2606071,41,4.245295,147.4421
656,4,1075.001724,82,1.876407503,184.963371
6660,1,5259.782716,35,57.07682,114.9509
1307,4,409.5740796,41,1.124656757,137.468591
9429,4,6080.672336,79,67.99131,217.484
998,7,767.8506996,65,4.952763872,149.948316
7432,2,4070.801017,36,45.23339,114.9976
2834,2,1418.813901,87,12.29962,184.9853
9178,8,4944.584376,38,49.42466,129.9483
5880,4,6125.821735,89,71.80429,137.4686
1237,1,2536.687205,64,21.10862922,184.949594
2151,1,685.3879681,51,6.03955,124.9781
7919,1,4805.808191,81,58.42342,134.9509
9695,3,4024.612201,35,40.14232,230.1051
7189,1,3858.410287,59,43.59094,159.9349
8303,2,6135.261321,25,65.22821,210.1563
6578,1,5778.552531,39,65.0017,172.4624
5091,3,5532.302162,66,63.24314,137.4684
2186,4,2484.205678,19,17.55138,194.9525
1134,5,2287.741972,41,18.66406554,147.456419
5004,3,4940.355869,79,58.30317,179.9656
7974,0,4200.226885,59,46.68593,192.4404
1303,1,2576.783187,29,25.88644227,164.988941
8468,2,5861.982807,77,62.71436,152.4441
1627,2,631.4316327,43,5.810822315,82.496547
9281,0,6645.186507,46,70.95851,172.4404
1522,4,1138.251038,40,2.689103558,162.467607
9810,0,4762.326261,58,54.60031,182.4538
358,10,1179.782483,68,2.485229169,172.456745
138,4,1925.911722,75,14.64011644,255.155493
299,2,1165.564309,68,7.62779591,220.132293
1556,3,1380.893387,75,11.32593703,172.487091
5099,3,6197.152457,84,66.89101,162.497
382,0,2188.672399,18,16.8000196,245.145743
8312,0,4809.347606,73,52.59645,210.127
6948,2,5994.514316,82,64.63983,142.4713
4857,1,1062.404345,21,5.111844,207.4811
3180,2,1170.521193,86,9.000072,172.4871
1439,0,383.5428131,75,5.682395213,124.964303
7269,3,6147.295218,85,70.54943,162.4982
5673,3,6174.276271,88,66.77188,162.497
946,0,823.39436,43,7.380291282,117.472036
2390,2,490.2102038,37,2.687062,179.9656
5498,4,6283.625527,78,70.72564,220.1185
7073,3,4461.641644,83,51.73474,104.9629
9230,3,4951.211643,49,50.84459,235.1884
2721,0,868.8224639,82,11.88503,124.9643
1932,2,1282.45127,51,10.1127187,182.467607
7423,1,5060.874121,63,53.82086,149.9378
3236,1,655.4429632,86,5.18336,152.466
3140,0,1024.393039,18,4.433189,127.4783
4163,3,1628.925715,23,10.52866,114.9509
8888,4,6364.433854,64,66.35321,187.4673
3807,0,813.1772502,83,9.147346,102.4746
9479,0,5163.277727,81,61.29211,149.9483
6983,1,3479.074804,60,36.33047,220.1185
8904,3,6359.030108,89,71.12681,94.97283
9722,3,5304.081927,64,61.12409,169.9378
4154,1,758.5059535,34,3.988032,182.4676
4172,3,2334.936502,36,24.79814,104.9923
796,2,1211.247766,40,2.179548523,220.114868
2416,0,878.7758477,23,5.706255,127.4887
7170,1,5910.056992,29,63.84205,159.9656
6139,0,6580.770491,71,71.01166,152.4579
785,0,1523.63262,45,9.294088005,129.99153
7067,1,6389.433314,18,65.82346,197.4725
3158,8,1621.897996,35,4.123006,190.127
123,3,1347.869205,35,8.156552837,187.656013
9457,1,6081.602554,49,68.63549,152.509
9246,6,4610.018066,64,50.79108,147.4713
2172,0,1173.915894,53,3.523461,197.484
2169,1,883.6816755,86,3.708394,162.447
6880,1,5098.702474,70,59.78343,157.4836
4009,1,458.7691639,52,2.235315,149.9778
9296,1,3789.797735,36,43.5742,115.0021
4340,9,1390.888939,43,9.938448,149.9621
910,2,984.2036034,87,9.637781398,162.500692
6268,2,4888.502724,76,51.95172,139.9512
7771,3,6304.569466,40,71.98828,162.4713
2309,1,635.2980162,82,5.885148,179.9476
9658,1,5217.771684,75,58.20314,207.6094
3634,6,1262.175265,19,2.871903,152.4742
1257,8,1976.347042,86,17.68782231,120.003499
6591,0,4308.793771,83,48.37971,207.6094
4458,4,1616.617211,40,3.575214,225.1457
6133,0,5652.192603,67,64.7292,182.497
1178,2,1124.637958,85,6.195470215,275.119794
4652,3,1069.807995,29,10.13859,79.97886
6218,3,4187.61619,31,46.00587,137.4684
3650,1,1814.711402,69,12.38916,152.4579
442,1,544.12326,29,1.171557288,182.467607
3415,0,860.7975297,55,2.579229,230.1344
1399,0,627.3962656,84,4.32321356,184.985293
1457,1,1825.848805,73,19.08438023,162.498151
7524,2,5354.221755,72,57.3854,149.9378
5744,6,5460.550342,72,64.44445,112.4844
1054,0,551.6881554,30,4.929637705,92.488023
8998,0,6396.071626,38,71.65648,137.4698
3275,6,602.3082109,62,1.764563,192.4705
1463,4,1142.173902,27,3.507044017,129.948316
3699,3,1945.615058,30,15.84313,172.4871
3759,1,783.7920101,63,2.531394,127.4738
929,0,970.4333183,18,2.729451922,152.510442
5511,6,5663.31815,60,62.11401,184.967
6468,2,5495.323342,81,60.88203,197.6288
8412,1,5738.897418,85,64.15463,137.4836
1829,1,955.0519598,59,4.499945782,220.132293
2928,1,860.4509841,77,1.200249,194.9663
8295,6,5514.354742,26,54.73234,174.9768
6538,3,6003.545722,83,69.10177,192.4404
4221,6,645.1788133,21,3.542704,95.00571
3546,4,841.9569184,55,5.14486,139.9568
5598,4,3788.951502,79,43.00021,147.4421
8937,1,5741.788806,49,60.74786,184.9797
7318,1,5799.124998,73,69.348,167.4564
8350,1,3788.13967,43,44.57297,92.48802
2011,1,1903.284724,79,20.16124,130.0064
913,0,1880.78289,48,8.730405893,257.63748
8248,1,5780.016925,53,62.84168,220.1615
7265,2,5709.290774,19,59.3991,210.1518
3219,2,557.9519675,28,2.149435,179.9656
2606,0,1362.782508,42,8.867664,252.6378
3264,2,1736.70174,69,12.7895,267.6647
4928,3,2100.528824,60,17.5331,222.6654
8661,3,4271.125651,68,46.63416,182.4608
6564,1,4633.252261,73,53.83688,107.4806
8129,1,6282.728539,24,71.88568,149.9621
6,0,1907.242972,79,13.23677381,200.118516
2980,9,885.4473166,38,2.117403,182.4676
6583,2,5856.252247,78,61.3942,184.9634
3361,4,771.0222493,86,9.348659,124.9643
4774,1,826.7523349,89,4.043292,139.983
1943,1,2463.393795,37,24.37711744,204.961033
7452,1,6428.102346,70,68.67996,164.967
5499,0,4993.628447,30,52.16336,139.965
1635,1,2692.885423,42,25.55038197,200.165175
1141,1,887.2448499,53,1.583634587,267.664655
2041,1,783.3606694,84,8.716735,144.9607
6703,5,6473.586614,52,64.67729,202.65
7818,1,4346.289268,32,46.86241,182.4608
2070,3,1045.733553,55,5.430488,207.6386
3134,0,1839.782656,37,9.389883,245.147
5160,7,5168.61323,71,49.26434,220.1149
8331,1,5804.942334,71,71.31142,124.9643
5275,1,4367.354584,29,43.1183,182.4433
2242,0,634.6246024,66,1.366478,210.127
1474,0,1176.40624,84,2.38395716,222.628057
8590,0,4114.665387,86,45.51779,114.9509
1889,1,2087.543903,82,13.56958731,235.137219
3435,4,1734.660297,49,10.56862,164.9647
7593,3,6607.644904,52,70.85782,162.4653
7745,2,6115.858738,74,67.54816,210.138
3705,8,1697.166405,41,9.19773,142.5007
2021,1,1551.718247,45,8.954465,172.4404
4020,4,1447.593195,57,8.334589,172.4885
8830,2,6174.944351,35,65.66957,255.1372
8443,1,5045.584915,19,55.89461,192.4885
3500,3,2444.542685,26,19.56364,127.4738
2658,6,2058.120961,25,11.96096,142.4827
8456,3,5884.793295,88,70.17136,137.4872
6888,7,5757.952045,62,60.4093,242.6281
1130,1,507.6007948,31,1.845003373,137.468388
5557,2,5530.421045,39,63.05008,139.9568
7358,2,3277.279641,26,37.33507,112.4551
1819,2,1234.044483,73,10.27742832,184.978458
7538,6,5942.9188,28,65.39301,129.995
9386,4,5689.315894,78,63.17504,217.484
4318,4,2394.464952,42,14.40375,235.1417
9604,6,6314.079222,86,65.18501,154.9755
4144,0,646.3090606,76,6.592291,137.4392
4669,1,1487.997515,47,10.99037,197.6288
1236,0,1660.386663,32,15.48651522,159.934918
5476,2,5610.672962,45,59.23589,242.6281
9836,4,4839.828588,35,47.03744,174.9768
1856,4,1338.549194,35,13.40891729,144.960655
2282,2,1067.650921,29,9.557096,157.4698
8693,3,6166.262519,22,68.18047,182.4676
9320,1,6075.221267,85,68.02518,114.9509
4093,0,1452.308983,37,7.462849,162.4653
7061,4,5856.007779,56,68.3428,157.4836
5200,1,4113.33849,60,42.22682,139.9512
6401,0,4254.289639,37,49.60599,159.9875
9929,2,5427.886371,37,57.07531,210.1563
3421,1,862.9115483,61,6.671684,129.9763
9269,0,4657.315652,80,50.89975,220.1323
386,4,1718.555203,30,10.4103675,149.944668
8548,2,6387.155472,53,67.39326,174.9768
1628,1,933.4257317,41,7.00096668,172.462354
3585,0,1420.169187,36,6.394005,187.4673
7412,0,5782.589893,81,64.63454,127.4738
2714,2,2047.681612,20,17.98715,165.0113
7171,5,5575.295805,80,63.93709,129.995
8435,2,5961.810975,68,60.80126,197.484
9321,1,6282.975764,41,67.26027,257.6549
5659,0,6070.299747,22,66.22209,127.4783
3189,8,3186.79335,22,21.12911,255.1336
9968,3,5175.601342,66,56.05929,200.1652
4305,4,2595.464531,77,20.10599,187.6094
909,0,927.9297296,48,6.991642782,182.467607
5385,1,5331.216027,81,60.70517,165.0182
1996,0,2193.593711,26,14.91152829,174.958118
1866,2,959.951483,57,10.38039309,114.972827
1842,6,1653.165932,58,12.24494477,92.455141
2497,5,2007.430866,62,12.61471,154.9755
201,0,2007.303617,52,18.56165869,194.999168
7905,2,5896.135561,20,62.2937,242.6281
7724,2,4932.256357,67,58.2078,169.9928
5054,1,5568.099221,42,56.23842,184.9634
5889,3,5655.455765,69,64.07956,184.967
4006,0,874.6357853,52,6.408823,132.5127
9901,9,6680.274618,72,67.25434,222.6143
2702,4,1150.114958,68,9.436909,149.9598
3449,3,1116.324602,75,9.62756,129.9926
331,0,1758.735654,22,12.21754865,262.610632
7139,0,6161.278314,52,69.99569,194.9581
8960,3,6193.73618,59,70.69188,172.4624
9819,2,6592.588984,58,71.16373,129.9598
7176,0,5480.31735,69,65.74105,127.4958
2459,3,1881.485804,73,16.56317,127.4601
1774,1,1197.086571,79,10.2452503,184.967019
6628,0,5826.681585,64,66.91238,184.9715
7596,2,6953.434775,32,71.67026,210.1051
7986,1,6273.600277,83,70.45268,117.4686
2686,4,1686.732783,25,10.06395,220.1615
9147,4,6839.025934,34,71.58148,162.4653
989,0,732.3533606,38,6.069124406,149.948316
9046,5,5467.641304,65,58.45672,139.9512
8348,2,3878.814514,60,42.25122,207.4974
8875,1,5351.338273,63,58.56191,207.4811
8550,0,4224.557626,77,52.69236,112.4551
5806,0,5761.220242,53,67.61943,149.9598
8733,0,5474.791065,18,60.50817,174.9618
8697,4,4626.563441,74,55.92296,124.9643
6574,0,5295.005642,32,60.36626,139.9678
3052,1,1540.003272,82,15.77942,202.4433
8637,1,6129.316509,71,71.3757,169.9741
5462,2,6655.981104,22,70.4859,119.9568
173,0,1261.177198,26,10.01771765,204.949594
4954,3,501.6283743,66,4.771263,114.9728
4615,3,1569.259659,75,12.04581,240.1149
3321,2,2013.177858,83,24.26165,157.4698
7065,1,6166.675945,81,71.34241,207.4974
6246,4,5649.03958,58,57.78133,162.497
6745,0,5964.869164,76,69.47678,159.9642
3372,2,1023.75368,86,5.8078,255.1417
6048,4,6515.441262,33,68.50196,140.0013
3311,4,1308.576837,51,7.010649,265.147
7416,1,6550.573563,29,70.77308,117.4392
7293,2,4760.987806,68,48.17117,142.4827
7584,7,5447.621158,48,57.90418,124.9607
9377,1,5425.114173,73,62.91372,149.9776
8811,0,4042.115496,86,43.87969,207.4811
8160,0,5118.061873,32,57.66137,182.4608
4679,3,1192.115613,64,9.914638,160.0122
3403,9,944.6665184,59,6.612935,114.9658
18,3,1833.0967,61,17.10995632,152.490739
3691,0,821.6574124,48,5.848803,182.447
8654,2,4967.376182,26,45.39565,245.1283
4096,6,1547.496008,18,11.36049,172.4742
3628,7,1430.966496,73,11.62262,139.9861
8862,0,6206.176515,61,70.21916,214.9663
2174,0,1175.631327,60,9.759887,172.4733
1356,1,1249.494056,74,11.73492964,182.446995
5002,1,5579.99579,20,61.5999,169.9671
7391,2,4239.183678,79,50.01323,147.4738
6922,3,5695.993093,42,63.10955,214.9663
5823,2,5837.517911,37,68.07677,147.4421
9502,2,6406.812827,32,68.9536,255.1372
5670,0,5227.179847,41,58.42233,227.4754
3112,10,1383.430229,85,12.55601,167.4564
182,7,2392.203409,23,17.24924155,139.983006
3642,4,717.7031752,44,2.149118,120.0035
8857,3,5283.145343,33,55.48531,139.983
1812,1,995.3392925,60,9.783296825,117.472036
7875,1,6266.666067,83,70.39347,220.1478
8497,0,4608.506607,37,51.58987,194.9699
4912,1,1943.387485,75,11.69119,255.1198
5668,1,4638.796434,61,42.6954,235.1555
8542,1,4563.265438,63,45.75297,277.6513
1800,1,1062.905651,36,8.154668093,182.497044
9251,0,5518.35161,20,63.11931,147.4893
2429,1,2023.901526,25,20.5514,179.9476
5482,4,5769.179556,57,67.31834,114.9728
6761,0,5041.432965,24,58.51588,167.4564
9839,2,5819.074546,65,65.07998,175.0211
9635,2,5441.651124,49,52.67702,222.6326
1968,0,738.5002845,62,3.391969552,207.609354
8339,3,5807.53439,35,65.13745,184.9647
8141,7,5934.44869,32,60.06981,152.4555
7696,3,4868.722454,73,44.60467,270.1604
7541,3,5590.851555,33,59.22886,127.4601
4987,2,1763.825951,31,13.288,242.6143
9756,1,4357.294542,65,50.49242,137.4392
4650,4,624.0528147,87,2.605757,172.4733
1159,3,1898.286119,56,9.932932319,222.61428
1213,3,554.7295152,31,4.005780287,157.469817
7336,1,5210.637512,61,58.77685,194.9768
1325,2,1128.690355,41,4.44463064,245.131966
7512,1,5744.847584,37,56.9769,212.6415
7580,1,5874.548599,81,68.78265,179.9476
4796,0,636.617816,83,7.295203,127.5112
6796,4,4986.869447,48,57.2547,147.4893
5808,2,5641.701018,54,59.94889,162.4538
5943,1,6746.166459,59,69.67895,212.6228
9283,4,5163.3129,44,59.36904,127.4958
8144,3,4890.236009,40,53.19577,182.49
1455,3,1015.71304,30,2.181372893,242.628057
5410,2,5010.797341,71,57.25147,172.4742
7129,10,5241.552098,53,56.20104,172.4624
8892,0,6717.631884,19,70.52668,164.9853
4962,2,2110.283707,65,12.39101,212.6228
2800,2,1069.152457,76,5.954975,117.4392
1644,2,1615.418802,41,10.01241216,275.133571
2140,3,1566.320356,61,8.394454,184.9496
4536,1,1835.575859,84,21.55836,144.9607
4457,1,2025.167432,36,23.78115,124.9643
8951,1,5393.30138,69,65.38222,144.9607
5586,9,5678.725935,22,62.65335,114.9838
4378,2,1308.744827,26,11.32663,127.4887
729,2,3113.451696,66,29.8284414,222.649979
4357,3,2097.12893,50,23.55037,127.482
7748,1,6197.953836,66,70.06451,204.961
6716,0,4484.747789,45,51.59161,182.4833
1936,2,1585.705665,69,6.135854482,255.119794
3793,3,1818.78969,27,18.2864,157.4836
3736,4,1700.981258,18,14.7094,182.4538
2261,2,590.2497674,62,4.066925,129.9926
4005,0,1890.634177,43,14.16299,212.6695
1110,2,1996.645842,39,18.30915793,152.479779
9028,0,3866.102336,58,42.59461,174.9919
5480,1,5296.312677,46,54.13164,182.4433
2998,2,1622.06829,46,11.65333,139.983
2394,1,1400.182241,20,5.533288,162.497
1185,1,1524.945096,84,7.570075544,220.114868
2007,1,1206.875735,43,1.26105,235.1372
193,0,1261.032763,33,10.25635754,174.961766
5611,3,4869.487736,62,49.7446,152.4742
2901,0,1489.056859,18,9.448434,252.6378
578,8,1193.589255,35,4.964368923,92.455141
6219,3,5593.760801,88,62.8196,172.4848
5525,4,6473.341815,34,64.26152,242.6106
771,4,1587.044822,76,9.043575718,172.470522
7839,2,5165.616078,32,54.12731,252.6378
2395,3,1923.446501,39,10.18679,210.1051
1478,4,1488.81735,71,12.42216588,149.984492
1846,1,946.1849643,51,6.811138598,162.452604
9108,2,6181.959795,31,66.03822,242.6326
4274,1,1893.24474,74,16.74543,219.9902
3740,2,2509.367174,81,16.55879,257.6513
4600,2,1349.872551,39,10.35845,169.9671
8087,4,5526.132591,50,60.14219,165.0182
8710,1,4321.775833,20,48.20556,117.472
6676,4,5769.653638,58,68.19429,137.4872
6375,1,4786.931622,46,48.98746,142.4827
8124,4,4463.792034,32,41.6814,187.6094
9538,1,4933.193936,35,56.29659,159.965
4915,1,645.1544646,63,5.119045,147.4421
2073,0,967.4628508,49,8.954573,149.9598
4754,1,2275.34376,47,17.30262,182.4433
1896,1,1081.14434,27,10.94833173,79.978861
8552,3,4212.149496,82,44.68507,124.9607
6702,4,5114.144656,27,58.89861,134.9509
6317,0,5291.934219,84,65.08131,114.9728
3659,6,822.6124438,74,5.317775,129.995
6581,1,5359.319798,86,63.21825,107.4806
2379,0,1939.097667,48,19.57075,179.9794
1447,4,985.3722849,32,4.843533662,182.490006
342,0,1022.415622,51,9.475983046,169.937833
5127,6,5349.831255,82,60.94251,149.9621
3136,0,1023.685781,74,9.372647,149.9845
2527,0,254.7465501,30,2.362663,112.4551
727,4,1449.202089,44,8.508626757,129.948316
4577,0,2141.091982,21,21.43457,172.4441
976,1,804.489391,20,1.515452465,210.138
8391,0,6426.704792,74,69.38376,152.4555
5443,1,6336.618694,47,70.78918,104.9643
9034,2,4427.375175,50,49.45192,159.9805
3516,3,2196.794349,58,22.97518,179.9656
7975,2,6263.672907,60,67.5017,275.1336
9787,1,5186.710991,73,60.95606,137.4978
3940,0,1121.796023,50,7.233075,252.624
1299,3,746.2481195,19,4.845060681,147.442069
9764,1,4399.170365,71,46.23966,137.4836
1348,0,1024.582571,56,9.31669305,162.471255
660,1,961.1315871,65,5.991017375,214.966286
5886,3,6470.044027,29,69.90673,117.4872
1492,1,1665.50808,69,12.47525704,139.983006
9946,8,7158.98153,22,70.14031,202.65
4589,1,904.3179865,53,6.2061,184.967
8530,3,5738.328374,74,66.85966,127.4586
5154,1,5760.908084,33,65.82455,162.4713
2315,1,1201.308416,49,13.15232,134.9509
9614,2,5938.712727,45,64.49478,252.624
9577,1,4716.874438,46,53.98876,169.9378
7024,0,6681.250538,45,66.78494,257.6513
1085,0,1671.835787,75,17.48396291,202.443347
2524,0,864.371328,47,2.067128,255.1555
8968,0,5171.047626,55,54.14398,275.1336
5374,3,5764.752948,19,63.2816,172.4624
3198,3,1604.504838,77,14.84017,149.989
5751,2,5849.463694,68,64.12634,139.983
4008,1,2554.531054,22,21.51433,232.6228
5717,2,4281.425931,65,47.40586,149.989
6657,2,4148.530189,37,48.26544,134.9509
9357,0,5222.447526,67,58.54629,124.9607
8790,0,5048.669549,72,57.00347,155.0084
67,1,1323.028419,78,10.79028074,207.609354
7923,1,5722.812198,43,64.2522,159.9642
40,3,1310.137419,21,9.179779682,172.457857
2269,4,1652.589596,26,7.80313,142.4827
2381,1,1253.992994,67,7.749595,129.9598
7341,1,5734.616741,25,63.64732,172.4555
9961,0,4730.295335,29,54.75767,147.4738
4916,1,1006.466252,68,7.663799,172.4555
5322,0,4317.109974,62,44.64514,277.6375
5773,0,4895.745165,82,59.1618,114.9728
6232,0,5683.351672,55,66.81556,147.4783
6963,0,6545.565039,27,69.97948,139.965
3447,1,2037.426425,41,19.19435,192.4404
6816,0,5988.65378,61,60.06677,247.6647
2367,4,1542.3033,40,9.38329,235.1591
7981,0,4616.664022,75,51.38074,107.482
8166,2,4832.149028,53,56.19179,147.4601
2512,1,1700.500703,27,9.836216,164.967
9619,1,5731.573712,36,64.90439,139.9678
2723,4,1245.735579,30,8.962034,159.965
5948,4,6101.954062,77,69.96694,149.9845
9185,1,5056.498128,32,56.56921,169.9378
9004,1,6236.37892,82,70.86194,187.6422
1143,3,584.4226607,74,3.072369855,169.974105
9736,2,5251.895843,77,59.60865,192.4705
7222,3,6260.501439,85,69.14226,235.1591
8292,3,6160.553033,19,70.00545,117.4835
9220,4,4203.265113,66,43.86959,220.1323
4728,1,875.6471402,44,5.971951,182.447
5494,3,5854.565694,62,62.90729,210.1563
5755,2,5269.998748,33,60.8744,137.4686
7562,1,4499.020965,36,41.90646,190.127
3789,2,914.9491958,19,2.555762,200.1652
2220,2,634.9659165,29,3.089663,149.9778
5075,1,6015.602918,57,64.38126,149.9741
2331,0,1158.223413,46,8.133191,204.961
5394,3,6747.936863,51,70.0669,200.1185
7439,2,4962.835767,69,53.13301,220.1615
8067,0,6234.573082,22,67.98943,240.1149
7090,2,3771.873422,58,43.6544,159.9512
9336,1,3376.351709,35,38.2827,159.9512
4088,0,1185.421568,63,7.128376,129.9598
1967,1,1367.4247,64,7.98560378,162.45383
9363,3,4373.931443,88,48.90533,204.9797
9796,1,4725.259403,81,56.40122,147.4738
6757,0,4206.817797,67,47.83726,184.9715
9586,9,6208.587013,29,65.55348,92.45514
4365,1,1531.68836,40,7.539374,187.4673
6999,2,5868.938643,85,67.44839,149.9913
423,0,1614.544362,40,15.22323989,182.460772
280,1,1961.923965,63,21.17839683,137.439154
1904,4,1575.771505,21,9.626754665,127.442069
595,4,567.3663629,38,2.843930975,134.950905
8579,1,5101.031717,66,59.30543,137.4684
3917,1,801.1054209,56,4.629362,194.9992
6142,0,5544.854265,62,59.16267,267.6647
5661,6,4991.819551,53,54.65604,172.4624
5778,10,6484.787518,39,70.23949,172.4624
3618,1,413.1912075,56,1.216309,149.989
6845,1,5528.201163,36,58.51393,252.6378
839,3,575.2472429,57,4.310152224,157.483594
4596,0,2327.656652,25,21.26763,114.9509
7496,8,6036.666027,73,66.66853,164.9889
141,1,513.237305,84,2.887429547,192.440432
2597,0,3068.956506,44,28.22989,139.965
6701,10,3857.992654,47,40.24438,149.9483
7756,2,5848.614354,21,62.43485,252.624
1377,4,1887.197833,40,14.05740045,190.159922
3674,2,982.9761431,72,11.30129,112.4844
8770,10,5667.006419,39,64.14083,144.9607
9895,0,5702.028301,24,65.7154,140.0342
6362,3,5311.260793,48,60.80077,117.4835
4741,0,1673.34866,68,9.651306,190.127
3808,3,1402.943949,66,7.61586,194.9525
1138,2,1241.311162,27,9.343807204,162.493654
2257,2,1004.770111,23,1.4946,255.1555
7865,5,6904.05739,77,68.90605,257.6513
1787,1,386.8447822,88,5.867164261,124.964303
3938,0,768.9098018,75,2.326316,222.65
9316,1,6355.992915,73,70.05743,222.65
4646,0,2335.858768,80,15.61752,245.1283
459,0,1021.482609,87,11.92300936,179.965581
6115,0,6060.749169,24,61.72696,200.1185
9542,3,5420.694461,56,61.78618,127.4586
948,0,594.5451059,89,2.371911572,210.12704
3700,4,2159.000591,69,16.64015,182.4433
1336,0,1170.35317,58,8.571860106,104.97808
6370,0,4719.805869,81,55.94357,147.4421
4628,10,1997.36133,55,8.828042,199.9902
6286,1,6166.889012,74,69.83346,174.9755
5925,3,5519.813683,62,60.04495,230.1051
5934,1,4945.69374,77,58.238,192.4567
6040,4,5788.90717,63,60.75598,184.9797
441,2,1387.016004,48,9.307770559,127.478341
6659,1,4950.568297,40,50.47725,275.1336
1602,7,1454.360571,45,3.845852341,197.472533
2238,0,2351.365618,44,25.26752,159.983
639,1,640.3809858,39,4.065555679,159.965008
9820,0,5447.157334,36,62.96706,159.9512
3830,0,688.5203813,48,4.534691,169.9447
9395,0,6025.459819,68,67.19978,117.4686
6144,3,6016.072225,56,66.95572,220.1185
7985,4,4044.807347,30,46.076,92.5018
9052,3,3928.936853,73,45.82729,137.5165
6344,0,5313.394028,45,57.57488,222.6362
2501,0,1610.027119,56,12.00909,152.5104
1958,1,1971.843122,22,11.42145103,187.609354
1070,3,1156.192762,36,2.205915318,164.985293
155,1,1669.202417,46,14.25617986,220.118516
2295,0,2230.867361,32,14.7857,210.1051
9801,0,5234.1788,51,50.85505,232.6378
4578,1,729.7825005,74,4.439464,197.4876
1089,0,1653.999552,40,6.681362911,202.649979
6049,7,6632.42053,19,67.57419,154.9618
6415,1,6061.603654,25,59.95075,255.1198
2940,4,1752.536989,29,15.23335,192.4705
723,0,1573.289677,64,14.71592037,104.964303
4384,1,1324.19186,87,6.31339,187.4673
930,0,806.2451255,37,5.134989649,184.971516
2909,1,1962.047024,22,16.42222,217.4725
7845,1,6104.598627,23,71.13061,137.5165
6763,3,6240.770429,45,62.46827,222.6326
8388,5,5706.02232,75,62.72855,104.9781
6416,4,6277.33482,24,65.91841,142.5007
895,0,596.3449707,55,3.505235526,182.476229
3247,1,463.388528,73,4.157726,137.4872
2326,1,1903.763394,40,9.23286,255.1198
7096,2,5085.811636,69,55.93837,114.9509
9505,2,4535.472251,66,53.37805,125.0073
7581,8,6176.702519,39,68.98508,159.9512
9742,1,5513.184333,58,61.73668,155.0084
5038,1,4180.815992,28,44.98551,207.4974
6450,0,4985.725486,62,48.38433,222.6326
4136,3,796.4508318,41,5.325642,95.01949
9248,5,5970.386278,67,67.61213,117.5152
1715,3,1266.19109,27,9.324505434,182.460772
1698,4,1638.383088,74,11.57257501,152.510442
9690,0,4315.294634,21,48.07729,129.995
9549,2,5978.105413,78,69.19621,172.4624
9971,1,5508.347828,30,59.14016,137.4836
8224,1,4431.737277,84,50.31252,184.9715
3831,2,1537.896278,53,6.209949,197.484
6299,8,6988.657427,19,70.25446,164.9853
3348,3,1006.003672,24,1.822794,210.1518
9518,4,5998.639237,84,67.10378,182.49
985,4,2323.778584,31,19.02547148,222.636202
1821,4,1104.883551,39,9.585621689,107.528648
4571,0,1309.247153,32,11.88328,117.4858
587,0,386.0863102,58,3.137169138,114.965789
9757,6,6714.393196,21,69.48617,265.1283
5077,2,6070.361595,22,59.61465,242.6106
7782,3,4459.144157,48,49.19922,179.9794
8323,1,3938.300864,76,43.91274,192.4705
9522,0,5498.125633,71,60.33663,275.1198
9967,0,6524.465811,87,68.81287,210.1051
5483,2,4726.095224,75,50.33619,232.6228
7746,1,6349.139653,42,70.1175,230.1051
9280,1,5712.51151,57,66.72288,147.4421
5514,4,5929.012302,28,67.19559,127.525
9527,3,5949.914693,25,64.68955,197.4945
8871,6,6594.127635,65,65.87966,222.6326
5553,0,5782.142746,49,61.38199,162.447
3557,0,1537.706248,35,16.26349,127.4958
1395,2,961.4921994,55,3.469955007,242.628057
264,0,2436.57146,37,14.96503088,225.145743
3547,2,639.623576,85,1.453022,120.0049
6844,3,5718.105902,34,65.20587,149.9598
7628,4,4502.462771,32,49.85906,125.0073
6788,1,6273.352469,25,66.92587,149.9447
3069,0,1554.131756,25,16.01922,127.475
5025,4,5459.257498,27,60.14645,159.9349
8396,0,6692.362545,43,68.00942,235.1372
3864,1,1747.966742,29,16.22349,169.9741
9072,4,6101.379973,73,71.89152,124.9781
2400,2,970.6301192,54,4.235635,210.127
6274,3,4808.350315,56,49.21371,152.4441
8484,4,5398.88963,71,60.26349,172.4555
3711,0,1725.42639,38,11.70321,119.9568
